date_start,name,count_date_person
2017-10-21,john lasseter,0
2017-10-21,josh besh,0
2017-10-21,ken baker,0
2017-10-21,kevin spacey,0
2017-10-21,leon wieseltier,0
2017-10-21,louis ck,0
2017-10-21,mark halperin,0
2017-10-21,matt lauer,0
2017-10-21,matt zimmerman,0
2017-10-21,matthew weiner,0
2017-10-21,michael fallon,0
2017-10-21,michael oreskes,0
2017-10-21,nick carter,0
2017-10-21,richard dreyfuss,0
2017-10-21,robert scoble,0
2017-10-21,roy moore,1
2017-10-21,ruben kihuen,0
2017-10-21,russell simmons,0
2017-10-21,sepp blatter,0
2017-10-21,steven seagal,0
2017-10-21,terry richardson,0
2017-10-21,tom sizemore,0
2017-10-21,tony cornish,0
2017-10-21,trent franks,0
2017-10-21,warren moon,0
2017-10-21,wes goodman,0
2017-10-22,al franken,2
2017-10-22,andy dick,0
2017-10-22,blake farenthold,0
2017-10-22,brett ratner,0
2017-10-22,charlie rose,1
2017-10-22,danny masterson,0
2017-10-22,dustin hoffman,0
2017-10-22,garrison keillor,0
2017-10-22,gary goddard,0
2017-10-22,george takei,0
2017-10-22,glenn thrush,0
2017-10-22,harvey weinstein,43
2017-10-22,james levine,0
2017-10-22,james toback,0
2017-10-22,jann wenner,0
2017-10-22,jeff clemens,0
2017-10-22,jeffrey tambor,0
2017-10-22,jeremy piven,0
2017-10-22,john conyers,0
2017-10-22,john lasseter,0
2017-10-22,josh besh,0
2017-10-22,ken baker,0
2017-10-22,kevin spacey,0
2017-10-22,leon wieseltier,0
2017-10-22,louis ck,0
2017-10-22,mark halperin,0
2017-10-22,matt lauer,0
2017-10-22,matt zimmerman,0
2017-10-22,matthew weiner,0
2017-10-22,michael fallon,0
2017-10-22,michael oreskes,0
2017-10-22,nick carter,0
2017-10-22,richard dreyfuss,0
2017-10-22,robert scoble,0
2017-10-22,roy moore,3
2017-10-22,ruben kihuen,0
2017-10-22,russell simmons,0
2017-10-22,sepp blatter,0
2017-10-22,steven seagal,0
2017-10-22,terry richardson,0
2017-10-22,tom sizemore,0
2017-10-22,tony cornish,0
2017-10-22,trent franks,0
2017-10-22,warren moon,0
2017-10-22,wes goodman,0
2017-10-23,al franken,0
2017-10-23,andy dick,0
2017-10-23,blake farenthold,0
2017-10-23,brett ratner,0
2017-10-23,charlie rose,1
2017-10-23,danny masterson,0
2017-10-23,dustin hoffman,0
2017-10-23,garrison keillor,0
2017-10-23,gary goddard,0
2017-10-23,george takei,0
2017-10-23,glenn thrush,0
2017-10-23,harvey weinstein,25
2017-10-23,james levine,0
2017-10-23,james toback,2
2017-10-23,jann wenner,0
2017-10-23,jeff clemens,0
2017-10-23,jeffrey tambor,0
2017-10-23,jeremy piven,0
2017-10-23,john conyers,0
2017-10-23,john lasseter,0
2017-10-23,josh besh,0
2017-10-23,ken baker,0
2017-10-23,kevin spacey,0
2017-10-23,leon wieseltier,0
2017-10-23,louis ck,0
2017-10-23,mark halperin,3
2017-10-23,matt lauer,0
2017-10-23,matt zimmerman,0
2017-10-23,matthew weiner,0
2017-10-23,michael fallon,0
2017-10-23,michael oreskes,0
2017-10-23,nick carter,0
2017-10-23,richard dreyfuss,0
2017-10-23,robert scoble,0
2017-10-23,roy moore,16
2017-10-23,ruben kihuen,0
2017-10-23,russell simmons,0
2017-10-23,sepp blatter,0
2017-10-23,steven seagal,0
2017-10-23,terry richardson,0
2017-10-23,tom sizemore,0
2017-10-23,tony cornish,0
2017-10-23,trent franks,0
2017-10-23,warren moon,0
2017-10-23,wes goodman,0
2017-10-24,al franken,0
2017-10-24,andy dick,0
2017-10-24,blake farenthold,0
2017-10-24,brett ratner,0
2017-10-24,charlie rose,3
2017-10-24,danny masterson,0
2017-10-24,dustin hoffman,0
2017-10-24,garrison keillor,0
2017-10-24,gary goddard,0
2017-10-24,george takei,0
2017-10-24,glenn thrush,0
2017-10-24,harvey weinstein,21
2017-10-24,james levine,0
2017-10-24,james toback,0
2017-10-24,jann wenner,0
2017-10-24,jeff clemens,0
2017-10-24,jeffrey tambor,0
2017-10-24,jeremy piven,0
2017-10-24,john conyers,0
2017-10-24,john lasseter,0
2017-10-24,josh besh,0
2017-10-24,ken baker,0
2017-10-24,kevin spacey,0
2017-10-24,leon wieseltier,0
2017-10-24,louis ck,0
2017-10-24,mark halperin,2
2017-10-24,matt lauer,0
2017-10-24,matt zimmerman,0
2017-10-24,matthew weiner,0
2017-10-24,michael fallon,0
2017-10-24,michael oreskes,0
2017-10-24,nick carter,0
2017-10-24,richard dreyfuss,0
2017-10-24,robert scoble,0
2017-10-24,roy moore,9
2017-10-24,ruben kihuen,0
2017-10-24,russell simmons,0
2017-10-24,sepp blatter,0
2017-10-24,steven seagal,0
2017-10-24,terry richardson,0
2017-10-24,tom sizemore,0
2017-10-24,tony cornish,0
2017-10-24,trent franks,0
2017-10-24,warren moon,0
2017-10-24,wes goodman,0
2017-10-25,al franken,0
2017-10-25,andy dick,0
2017-10-25,blake farenthold,0
2017-10-25,brett ratner,0
2017-10-25,charlie rose,3
2017-10-25,danny masterson,0
2017-10-25,dustin hoffman,0
2017-10-25,garrison keillor,0
2017-10-25,gary goddard,0
2017-10-25,george takei,0
2017-10-25,glenn thrush,3
2017-10-25,harvey weinstein,15
2017-10-25,james levine,0
2017-10-25,james toback,0
2017-10-25,jann wenner,0
2017-10-25,jeff clemens,0
2017-10-25,jeffrey tambor,0
2017-10-25,jeremy piven,0
2017-10-25,john conyers,0
2017-10-25,john lasseter,0
2017-10-25,josh besh,0
2017-10-25,ken baker,0
2017-10-25,kevin spacey,0
2017-10-25,leon wieseltier,0
2017-10-25,louis ck,0
2017-10-25,mark halperin,0
2017-10-25,matt lauer,0
2017-10-25,matt zimmerman,0
2017-10-25,matthew weiner,0
2017-10-25,michael fallon,0
2017-10-25,michael oreskes,0
2017-10-25,nick carter,0
2017-10-25,richard dreyfuss,0
2017-10-25,robert scoble,0
2017-10-25,roy moore,4
2017-10-25,ruben kihuen,0
2017-10-25,russell simmons,0
2017-10-25,sepp blatter,0
2017-10-25,steven seagal,0
2017-10-25,terry richardson,0
2017-10-25,tom sizemore,0
2017-10-25,tony cornish,0
2017-10-25,trent franks,0
2017-10-25,warren moon,0
2017-10-25,wes goodman,0
2017-10-26,al franken,0
2017-10-26,andy dick,0
2017-10-26,blake farenthold,0
2017-10-26,brett ratner,0
2017-10-26,charlie rose,1
2017-10-26,danny masterson,0
2017-10-26,dustin hoffman,0
2017-10-26,garrison keillor,0
2017-10-26,gary goddard,0
2017-10-26,george takei,0
2017-10-26,glenn thrush,0
2017-10-26,harvey weinstein,22
2017-10-26,james levine,0
2017-10-26,james toback,2
2017-10-26,jann wenner,0
2017-10-26,jeff clemens,0
2017-10-26,jeffrey tambor,0
2017-10-26,jeremy piven,0
2017-10-26,john conyers,0
2017-10-26,john lasseter,0
2017-10-26,josh besh,0
2017-10-26,ken baker,0
2017-10-26,kevin spacey,0
2017-10-26,leon wieseltier,0
2017-10-26,louis ck,0
2017-10-26,mark halperin,16
2017-10-26,matt lauer,2
2017-10-26,matt zimmerman,0
2017-10-26,matthew weiner,0
2017-10-26,michael fallon,0
2017-10-26,michael oreskes,0
2017-10-26,nick carter,0
2017-10-26,richard dreyfuss,0
2017-10-26,robert scoble,0
2017-10-26,roy moore,18
2017-10-26,ruben kihuen,0
2017-10-26,russell simmons,0
2017-10-26,sepp blatter,0
2017-10-26,steven seagal,0
2017-10-26,terry richardson,0
2017-10-26,tom sizemore,0
2017-10-26,tony cornish,0
2017-10-26,trent franks,0
2017-10-26,warren moon,0
2017-10-26,wes goodman,0
2017-10-27,al franken,0
2017-10-27,andy dick,0
2017-10-27,blake farenthold,0
2017-10-27,brett ratner,0
2017-10-27,charlie rose,3
2017-10-27,danny masterson,0
2017-10-27,dustin hoffman,0
2017-10-27,garrison keillor,0
2017-10-27,gary goddard,0
2017-10-27,george takei,0
2017-10-27,glenn thrush,0
2017-10-27,harvey weinstein,41
2017-10-27,james levine,0
2017-10-27,james toback,1
2017-10-27,jann wenner,0
2017-10-27,jeff clemens,0
2017-10-27,jeffrey tambor,0
2017-10-27,jeremy piven,0
2017-10-27,john conyers,3
2017-10-27,john lasseter,0
2017-10-27,josh besh,0
2017-10-27,ken baker,0
2017-10-27,kevin spacey,0
2017-10-27,leon wieseltier,0
2017-10-27,louis ck,0
2017-10-27,mark halperin,12
2017-10-27,matt lauer,0
2017-10-27,matt zimmerman,0
2017-10-27,matthew weiner,0
2017-10-27,michael fallon,0
2017-10-27,michael oreskes,0
2017-10-27,nick carter,0
2017-10-27,richard dreyfuss,0
2017-10-27,robert scoble,0
2017-10-27,roy moore,17
2017-10-27,ruben kihuen,0
2017-10-27,russell simmons,0
2017-10-27,sepp blatter,0
2017-10-27,steven seagal,0
2017-10-27,terry richardson,0
2017-10-27,tom sizemore,0
2017-10-27,tony cornish,0
2017-10-27,trent franks,0
2017-10-27,warren moon,0
2017-10-27,wes goodman,0
2017-10-28,al franken,0
2017-10-28,andy dick,0
2017-10-28,blake farenthold,0
2017-10-28,brett ratner,0
2017-10-28,charlie rose,3
2017-10-28,danny masterson,0
2017-10-28,dustin hoffman,0
2017-10-28,garrison keillor,0
2017-10-28,gary goddard,0
2017-10-28,george takei,0
2017-10-28,glenn thrush,0
2017-10-28,harvey weinstein,10
2017-10-28,james levine,0
2017-10-28,james toback,0
2017-10-28,jann wenner,0
2017-10-28,jeff clemens,0
2017-10-28,jeffrey tambor,0
2017-10-28,jeremy piven,0
2017-10-28,john conyers,0
2017-10-28,john lasseter,0
2017-10-28,josh besh,0
2017-10-28,ken baker,0
2017-10-28,kevin spacey,0
2017-10-28,leon wieseltier,0
2017-10-28,louis ck,0
2017-10-28,mark halperin,3
2017-10-28,matt lauer,0
2017-10-28,matt zimmerman,0
2017-10-28,matthew weiner,0
2017-10-28,michael fallon,0
2017-10-28,michael oreskes,0
2017-10-28,nick carter,0
2017-10-28,richard dreyfuss,0
2017-10-28,robert scoble,0
2017-10-28,roy moore,0
2017-10-28,ruben kihuen,0
2017-10-28,russell simmons,0
2017-10-28,sepp blatter,0
2017-10-28,steven seagal,0
2017-10-28,terry richardson,0
2017-10-28,tom sizemore,0
2017-10-28,tony cornish,0
2017-10-28,trent franks,1
2017-10-28,warren moon,0
2017-10-28,wes goodman,0
2017-10-29,al franken,0
2017-10-29,andy dick,0
2017-10-29,blake farenthold,0
2017-10-29,brett ratner,0
2017-10-29,charlie rose,4
2017-10-29,danny masterson,0
2017-10-29,dustin hoffman,0
2017-10-29,garrison keillor,0
2017-10-29,gary goddard,0
2017-10-29,george takei,0
2017-10-29,glenn thrush,0
2017-10-29,harvey weinstein,12
2017-10-29,james levine,0
2017-10-29,james toback,0
2017-10-29,jann wenner,0
2017-10-29,jeff clemens,0
2017-10-29,jeffrey tambor,0
2017-10-29,jeremy piven,0
2017-10-29,john conyers,0
2017-10-29,john lasseter,0
2017-10-29,josh besh,0
2017-10-29,ken baker,0
2017-10-29,kevin spacey,0
2017-10-29,leon wieseltier,0
2017-10-29,louis ck,0
2017-10-29,mark halperin,10
2017-10-29,matt lauer,0
2017-10-29,matt zimmerman,0
2017-10-29,matthew weiner,0
2017-10-29,michael fallon,0
2017-10-29,michael oreskes,0
2017-10-29,nick carter,0
2017-10-29,richard dreyfuss,0
2017-10-29,robert scoble,0
2017-10-29,roy moore,1
2017-10-29,ruben kihuen,0
2017-10-29,russell simmons,0
2017-10-29,sepp blatter,0
2017-10-29,steven seagal,0
2017-10-29,terry richardson,0
2017-10-29,tom sizemore,0
2017-10-29,tony cornish,0
2017-10-29,trent franks,0
2017-10-29,warren moon,0
2017-10-29,wes goodman,0
2017-10-30,al franken,2
2017-10-30,andy dick,0
2017-10-30,blake farenthold,0
2017-10-30,brett ratner,0
2017-10-30,charlie rose,2
2017-10-30,danny masterson,0
2017-10-30,dustin hoffman,0
2017-10-30,garrison keillor,0
2017-10-30,gary goddard,0
2017-10-30,george takei,0
2017-10-30,glenn thrush,1
2017-10-30,harvey weinstein,11
2017-10-30,james levine,0
2017-10-30,james toback,0
2017-10-30,jann wenner,0
2017-10-30,jeff clemens,0
2017-10-30,jeffrey tambor,0
2017-10-30,jeremy piven,0
2017-10-30,john conyers,0
2017-10-30,john lasseter,0
2017-10-30,josh besh,0
2017-10-30,ken baker,0
2017-10-30,kevin spacey,15
2017-10-30,leon wieseltier,0
2017-10-30,louis ck,0
2017-10-30,mark halperin,0
2017-10-30,matt lauer,0
2017-10-30,matt zimmerman,0
2017-10-30,matthew weiner,0
2017-10-30,michael fallon,0
2017-10-30,michael oreskes,0
2017-10-30,nick carter,0
2017-10-30,richard dreyfuss,0
2017-10-30,robert scoble,0
2017-10-30,roy moore,0
2017-10-30,ruben kihuen,0
2017-10-30,russell simmons,0
2017-10-30,sepp blatter,0
2017-10-30,steven seagal,0
2017-10-30,terry richardson,0
2017-10-30,tom sizemore,0
2017-10-30,tony cornish,0
2017-10-30,trent franks,0
2017-10-30,warren moon,0
2017-10-30,wes goodman,0
2017-10-31,al franken,0
2017-10-31,andy dick,0
2017-10-31,blake farenthold,0
2017-10-31,brett ratner,0
2017-10-31,charlie rose,1
2017-10-31,danny masterson,0
2017-10-31,dustin hoffman,0
2017-10-31,garrison keillor,0
2017-10-31,gary goddard,0
2017-10-31,george takei,0
2017-10-31,glenn thrush,0
2017-10-31,harvey weinstein,5
2017-10-31,james levine,0
2017-10-31,james toback,0
2017-10-31,jann wenner,0
2017-10-31,jeff clemens,0
2017-10-31,jeffrey tambor,0
2017-10-31,jeremy piven,0
2017-10-31,john conyers,0
2017-10-31,john lasseter,0
2017-10-31,josh besh,0
2017-10-31,ken baker,0
2017-10-31,kevin spacey,29
2017-10-31,leon wieseltier,0
2017-10-31,louis ck,0
2017-10-31,mark halperin,0
2017-10-31,matt lauer,0
2017-10-31,matt zimmerman,0
2017-10-31,matthew weiner,0
2017-10-31,michael fallon,1
2017-10-31,michael oreskes,0
2017-10-31,nick carter,0
2017-10-31,richard dreyfuss,0
2017-10-31,robert scoble,0
2017-10-31,roy moore,5
2017-10-31,ruben kihuen,0
2017-10-31,russell simmons,0
2017-10-31,sepp blatter,0
2017-10-31,steven seagal,0
2017-10-31,terry richardson,0
2017-10-31,tom sizemore,0
2017-10-31,tony cornish,0
2017-10-31,trent franks,0
2017-10-31,warren moon,0
2017-10-31,wes goodman,0
2017-11-01,al franken,2
2017-11-01,andy dick,0
2017-11-01,blake farenthold,0
2017-11-01,brett ratner,0
2017-11-01,charlie rose,1
2017-11-01,danny masterson,0
2017-11-01,dustin hoffman,0
2017-11-01,garrison keillor,0
2017-11-01,gary goddard,0
2017-11-01,george takei,0
2017-11-01,glenn thrush,0
2017-11-01,harvey weinstein,0
2017-11-01,james levine,0
2017-11-01,james toback,0
2017-11-01,jann wenner,0
2017-11-01,jeff clemens,0
2017-11-01,jeffrey tambor,0
2017-11-01,jeremy piven,0
2017-11-01,john conyers,0
2017-11-01,john lasseter,0
2017-11-01,josh besh,0
2017-11-01,ken baker,0
2017-11-01,kevin spacey,4
2017-11-01,leon wieseltier,0
2017-11-01,louis ck,0
2017-11-01,mark halperin,0
2017-11-01,matt lauer,0
2017-11-01,matt zimmerman,0
2017-11-01,matthew weiner,0
2017-11-01,michael fallon,3
2017-11-01,michael oreskes,0
2017-11-01,nick carter,0
2017-11-01,richard dreyfuss,0
2017-11-01,robert scoble,0
2017-11-01,roy moore,2
2017-11-01,ruben kihuen,0
2017-11-01,russell simmons,0
2017-11-01,sepp blatter,0
2017-11-01,steven seagal,0
2017-11-01,terry richardson,0
2017-11-01,tom sizemore,0
2017-11-01,tony cornish,0
2017-11-01,trent franks,0
2017-11-01,warren moon,0
2017-11-01,wes goodman,0
2017-11-02,al franken,10
2017-11-02,andy dick,0
2017-11-02,blake farenthold,0
2017-11-02,brett ratner,0
2017-11-02,charlie rose,3
2017-11-02,danny masterson,0
2017-11-02,dustin hoffman,5
2017-11-02,garrison keillor,0
2017-11-02,gary goddard,0
2017-11-02,george takei,0
2017-11-02,glenn thrush,0
2017-11-02,harvey weinstein,4
2017-11-02,james levine,0
2017-11-02,james toback,0
2017-11-02,jann wenner,0
2017-11-02,jeff clemens,0
2017-11-02,jeffrey tambor,0
2017-11-02,jeremy piven,1
2017-11-02,john conyers,0
2017-11-02,john lasseter,0
2017-11-02,josh besh,0
2017-11-02,ken baker,0
2017-11-02,kevin spacey,1
2017-11-02,leon wieseltier,0
2017-11-02,louis ck,0
2017-11-02,mark halperin,1
2017-11-02,matt lauer,0
2017-11-02,matt zimmerman,0
2017-11-02,matthew weiner,0
2017-11-02,michael fallon,6
2017-11-02,michael oreskes,0
2017-11-02,nick carter,0
2017-11-02,richard dreyfuss,0
2017-11-02,robert scoble,0
2017-11-02,roy moore,1
2017-11-02,ruben kihuen,0
2017-11-02,russell simmons,0
2017-11-02,sepp blatter,0
2017-11-02,steven seagal,0
2017-11-02,terry richardson,0
2017-11-02,tom sizemore,0
2017-11-02,tony cornish,0
2017-11-02,trent franks,0
2017-11-02,warren moon,0
2017-11-02,wes goodman,0
2017-11-03,al franken,21
2017-11-03,andy dick,0
2017-11-03,blake farenthold,0
2017-11-03,brett ratner,0
2017-11-03,charlie rose,5
2017-11-03,danny masterson,0
2017-11-03,dustin hoffman,2
2017-11-03,garrison keillor,0
2017-11-03,gary goddard,0
2017-11-03,george takei,0
2017-11-03,glenn thrush,0
2017-11-03,harvey weinstein,25
2017-11-03,james levine,0
2017-11-03,james toback,1
2017-11-03,jann wenner,0
2017-11-03,jeff clemens,0
2017-11-03,jeffrey tambor,0
2017-11-03,jeremy piven,1
2017-11-03,john conyers,0
2017-11-03,john lasseter,0
2017-11-03,josh besh,0
2017-11-03,ken baker,0
2017-11-03,kevin spacey,28
2017-11-03,leon wieseltier,0
2017-11-03,louis ck,0
2017-11-03,mark halperin,1
2017-11-03,matt lauer,0
2017-11-03,matt zimmerman,0
2017-11-03,matthew weiner,0
2017-11-03,michael fallon,0
2017-11-03,michael oreskes,0
2017-11-03,nick carter,0
2017-11-03,richard dreyfuss,0
2017-11-03,robert scoble,0
2017-11-03,roy moore,0
2017-11-03,ruben kihuen,0
2017-11-03,russell simmons,0
2017-11-03,sepp blatter,0
2017-11-03,steven seagal,0
2017-11-03,terry richardson,0
2017-11-03,tom sizemore,0
2017-11-03,tony cornish,0
2017-11-03,trent franks,2
2017-11-03,warren moon,0
2017-11-03,wes goodman,0
2017-11-04,al franken,7
2017-11-04,andy dick,0
2017-11-04,blake farenthold,0
2017-11-04,brett ratner,0
2017-11-04,charlie rose,4
2017-11-04,danny masterson,0
2017-11-04,dustin hoffman,0
2017-11-04,garrison keillor,0
2017-11-04,gary goddard,0
2017-11-04,george takei,0
2017-11-04,glenn thrush,0
2017-11-04,harvey weinstein,25
2017-11-04,james levine,0
2017-11-04,james toback,0
2017-11-04,jann wenner,1
2017-11-04,jeff clemens,0
2017-11-04,jeffrey tambor,0
2017-11-04,jeremy piven,0
2017-11-04,john conyers,0
2017-11-04,john lasseter,0
2017-11-04,josh besh,0
2017-11-04,ken baker,0
2017-11-04,kevin spacey,29
2017-11-04,leon wieseltier,0
2017-11-04,louis ck,0
2017-11-04,mark halperin,0
2017-11-04,matt lauer,0
2017-11-04,matt zimmerman,0
2017-11-04,matthew weiner,0
2017-11-04,michael fallon,0
2017-11-04,michael oreskes,0
2017-11-04,nick carter,0
2017-11-04,richard dreyfuss,0
2017-11-04,robert scoble,0
2017-11-04,roy moore,0
2017-11-04,ruben kihuen,0
2017-11-04,russell simmons,0
2017-11-04,sepp blatter,0
2017-11-04,steven seagal,0
2017-11-04,terry richardson,0
2017-11-04,tom sizemore,0
2017-11-04,tony cornish,0
2017-11-04,trent franks,0
2017-11-04,warren moon,0
2017-11-04,wes goodman,0
2017-11-05,al franken,1
2017-11-05,andy dick,0
2017-11-05,blake farenthold,0
2017-11-05,brett ratner,1
2017-11-05,charlie rose,4
2017-11-05,danny masterson,0
2017-11-05,dustin hoffman,1
2017-11-05,garrison keillor,0
2017-11-05,gary goddard,0
2017-11-05,george takei,0
2017-11-05,glenn thrush,0
2017-11-05,harvey weinstein,17
2017-11-05,james levine,0
2017-11-05,james toback,0
2017-11-05,jann wenner,0
2017-11-05,jeff clemens,0
2017-11-05,jeffrey tambor,0
2017-11-05,jeremy piven,0
2017-11-05,john conyers,0
2017-11-05,john lasseter,0
2017-11-05,josh besh,0
2017-11-05,ken baker,0
2017-11-05,kevin spacey,14
2017-11-05,leon wieseltier,0
2017-11-05,louis ck,0
2017-11-05,mark halperin,1
2017-11-05,matt lauer,0
2017-11-05,matt zimmerman,0
2017-11-05,matthew weiner,0
2017-11-05,michael fallon,0
2017-11-05,michael oreskes,0
2017-11-05,nick carter,0
2017-11-05,richard dreyfuss,3
2017-11-05,robert scoble,0
2017-11-05,roy moore,0
2017-11-05,ruben kihuen,0
2017-11-05,russell simmons,0
2017-11-05,sepp blatter,0
2017-11-05,steven seagal,0
2017-11-05,terry richardson,0
2017-11-05,tom sizemore,0
2017-11-05,tony cornish,0
2017-11-05,trent franks,0
2017-11-05,warren moon,0
2017-11-05,wes goodman,0
2017-11-06,al franken,0
2017-11-06,andy dick,0
2017-11-06,blake farenthold,0
2017-11-06,brett ratner,0
2017-11-06,charlie rose,2
2017-11-06,danny masterson,0
2017-11-06,dustin hoffman,0
2017-11-06,garrison keillor,0
2017-11-06,gary goddard,0
2017-11-06,george takei,0
2017-11-06,glenn thrush,0
2017-11-06,harvey weinstein,1
2017-11-06,james levine,0
2017-11-06,james toback,0
2017-11-06,jann wenner,0
2017-11-06,jeff clemens,0
2017-11-06,jeffrey tambor,0
2017-11-06,jeremy piven,0
2017-11-06,john conyers,0
2017-11-06,john lasseter,0
2017-11-06,josh besh,0
2017-11-06,ken baker,0
2017-11-06,kevin spacey,5
2017-11-06,leon wieseltier,0
2017-11-06,louis ck,0
2017-11-06,mark halperin,0
2017-11-06,matt lauer,0
2017-11-06,matt zimmerman,0
2017-11-06,matthew weiner,0
2017-11-06,michael fallon,0
2017-11-06,michael oreskes,0
2017-11-06,nick carter,0
2017-11-06,richard dreyfuss,1
2017-11-06,robert scoble,0
2017-11-06,roy moore,0
2017-11-06,ruben kihuen,0
2017-11-06,russell simmons,0
2017-11-06,sepp blatter,0
2017-11-06,steven seagal,0
2017-11-06,terry richardson,0
2017-11-06,tom sizemore,0
2017-11-06,tony cornish,0
2017-11-06,trent franks,0
2017-11-06,warren moon,0
2017-11-06,wes goodman,0
2017-11-07,al franken,2
2017-11-07,andy dick,0
2017-11-07,blake farenthold,0
2017-11-07,brett ratner,0
2017-11-07,charlie rose,4
2017-11-07,danny masterson,0
2017-11-07,dustin hoffman,0
2017-11-07,garrison keillor,0
2017-11-07,gary goddard,0
2017-11-07,george takei,0
2017-11-07,glenn thrush,0
2017-11-07,harvey weinstein,28
2017-11-07,james levine,0
2017-11-07,james toback,0
2017-11-07,jann wenner,0
2017-11-07,jeff clemens,0
2017-11-07,jeffrey tambor,0
2017-11-07,jeremy piven,0
2017-11-07,john conyers,0
2017-11-07,john lasseter,0
2017-11-07,josh besh,0
2017-11-07,ken baker,0
2017-11-07,kevin spacey,2
2017-11-07,leon wieseltier,0
2017-11-07,louis ck,0
2017-11-07,mark halperin,0
2017-11-07,matt lauer,0
2017-11-07,matt zimmerman,0
2017-11-07,matthew weiner,0
2017-11-07,michael fallon,0
2017-11-07,michael oreskes,0
2017-11-07,nick carter,0
2017-11-07,richard dreyfuss,0
2017-11-07,robert scoble,0
2017-11-07,roy moore,1
2017-11-07,ruben kihuen,0
2017-11-07,russell simmons,0
2017-11-07,sepp blatter,0
2017-11-07,steven seagal,0
2017-11-07,terry richardson,0
2017-11-07,tom sizemore,0
2017-11-07,tony cornish,0
2017-11-07,trent franks,0
2017-11-07,warren moon,0
2017-11-07,wes goodman,0
2017-11-08,al franken,0
2017-11-08,andy dick,1
2017-11-08,blake farenthold,0
2017-11-08,brett ratner,0
2017-11-08,charlie rose,2
2017-11-08,danny masterson,0
2017-11-08,dustin hoffman,0
2017-11-08,garrison keillor,0
2017-11-08,gary goddard,0
2017-11-08,george takei,0
2017-11-08,glenn thrush,0
2017-11-08,harvey weinstein,22
2017-11-08,james levine,0
2017-11-08,james toback,0
2017-11-08,jann wenner,0
2017-11-08,jeff clemens,0
2017-11-08,jeffrey tambor,0
2017-11-08,jeremy piven,0
2017-11-08,john conyers,0
2017-11-08,john lasseter,0
2017-11-08,josh besh,0
2017-11-08,ken baker,0
2017-11-08,kevin spacey,62
2017-11-08,leon wieseltier,0
2017-11-08,louis ck,1
2017-11-08,mark halperin,0
2017-11-08,matt lauer,0
2017-11-08,matt zimmerman,0
2017-11-08,matthew weiner,0
2017-11-08,michael fallon,3
2017-11-08,michael oreskes,0
2017-11-08,nick carter,0
2017-11-08,richard dreyfuss,0
2017-11-08,robert scoble,0
2017-11-08,roy moore,6
2017-11-08,ruben kihuen,0
2017-11-08,russell simmons,0
2017-11-08,sepp blatter,0
2017-11-08,steven seagal,0
2017-11-08,terry richardson,0
2017-11-08,tom sizemore,0
2017-11-08,tony cornish,0
2017-11-08,trent franks,1
2017-11-08,warren moon,0
2017-11-08,wes goodman,0
2017-11-09,al franken,0
2017-11-09,andy dick,0
2017-11-09,blake farenthold,0
2017-11-09,brett ratner,0
2017-11-09,charlie rose,6
2017-11-09,danny masterson,0
2017-11-09,dustin hoffman,0
2017-11-09,garrison keillor,0
2017-11-09,gary goddard,0
2017-11-09,george takei,0
2017-11-09,glenn thrush,0
2017-11-09,harvey weinstein,29
2017-11-09,james levine,0
2017-11-09,james toback,0
2017-11-09,jann wenner,0
2017-11-09,jeff clemens,0
2017-11-09,jeffrey tambor,0
2017-11-09,jeremy piven,0
2017-11-09,john conyers,0
2017-11-09,john lasseter,0
2017-11-09,josh besh,0
2017-11-09,ken baker,0
2017-11-09,kevin spacey,60
2017-11-09,leon wieseltier,0
2017-11-09,louis ck,4
2017-11-09,mark halperin,0
2017-11-09,matt lauer,0
2017-11-09,matt zimmerman,0
2017-11-09,matthew weiner,0
2017-11-09,michael fallon,0
2017-11-09,michael oreskes,0
2017-11-09,nick carter,0
2017-11-09,richard dreyfuss,0
2017-11-09,robert scoble,0
2017-11-09,roy moore,163
2017-11-09,ruben kihuen,0
2017-11-09,russell simmons,0
2017-11-09,sepp blatter,0
2017-11-09,steven seagal,0
2017-11-09,terry richardson,0
2017-11-09,tom sizemore,0
2017-11-09,tony cornish,0
2017-11-09,trent franks,1
2017-11-09,warren moon,0
2017-11-09,wes goodman,0
2017-11-10,al franken,0
2017-11-10,andy dick,0
2017-11-10,blake farenthold,0
2017-11-10,brett ratner,0
2017-11-10,charlie rose,6
2017-11-10,danny masterson,0
2017-11-10,dustin hoffman,3
2017-11-10,garrison keillor,0
2017-11-10,gary goddard,0
2017-11-10,george takei,0
2017-11-10,glenn thrush,1
2017-11-10,harvey weinstein,45
2017-11-10,james levine,0
2017-11-10,james toback,0
2017-11-10,jann wenner,0
2017-11-10,jeff clemens,0
2017-11-10,jeffrey tambor,4
2017-11-10,jeremy piven,0
2017-11-10,john conyers,0
2017-11-10,john lasseter,0
2017-11-10,josh besh,0
2017-11-10,ken baker,0
2017-11-10,kevin spacey,23
2017-11-10,leon wieseltier,0
2017-11-10,louis ck,25
2017-11-10,mark halperin,5
2017-11-10,matt lauer,0
2017-11-10,matt zimmerman,0
2017-11-10,matthew weiner,0
2017-11-10,michael fallon,0
2017-11-10,michael oreskes,0
2017-11-10,nick carter,0
2017-11-10,richard dreyfuss,0
2017-11-10,robert scoble,0
2017-11-10,roy moore,815
2017-11-10,ruben kihuen,0
2017-11-10,russell simmons,0
2017-11-10,sepp blatter,0
2017-11-10,steven seagal,0
