date,station,name,count_show_mentions_person_station_date
2017-10-10T00:00:00Z,Fox News,john conyers,0
2017-10-10T00:00:00Z,MSNBC,al franken,0
2017-10-10T00:00:00Z,MSNBC,glenn thrush,0
2017-10-10T00:00:00Z,MSNBC,harvey weinstein,10
2017-10-10T00:00:00Z,MSNBC,mark halperin,0
2017-10-10T00:00:00Z,MSNBC,roy moore,8
2017-10-10T00:00:00Z,MSNBC,russell simmons,0
2017-10-11T00:00:00Z,CNN,harvey weinstein,20
2017-10-11T00:00:00Z,CNN,roy moore,1
2017-10-11T00:00:00Z,Fox News,charlie rose,0
2017-10-11T00:00:00Z,Fox News,harvey weinstein,19
2017-10-11T00:00:00Z,Fox News,john conyers,0
2017-10-11T00:00:00Z,MSNBC,al franken,0
2017-10-11T00:00:00Z,MSNBC,glenn thrush,1
2017-10-11T00:00:00Z,MSNBC,harvey weinstein,16
2017-10-11T00:00:00Z,MSNBC,mark halperin,0
2017-10-11T00:00:00Z,MSNBC,roy moore,4
2017-10-11T00:00:00Z,MSNBC,russell simmons,0
2017-10-12T00:00:00Z,CNN,harvey weinstein,7
2017-10-12T00:00:00Z,CNN,roy moore,0
2017-10-12T00:00:00Z,Fox News,charlie rose,0
2017-10-12T00:00:00Z,Fox News,harvey weinstein,16
2017-10-12T00:00:00Z,Fox News,john conyers,0
2017-10-12T00:00:00Z,MSNBC,al franken,0
2017-10-12T00:00:00Z,MSNBC,glenn thrush,0
2017-10-12T00:00:00Z,MSNBC,harvey weinstein,10
2017-10-12T00:00:00Z,MSNBC,mark halperin,3
2017-10-12T00:00:00Z,MSNBC,roy moore,1
2017-10-12T00:00:00Z,MSNBC,russell simmons,0
2017-10-13T00:00:00Z,CNN,harvey weinstein,6
2017-10-13T00:00:00Z,CNN,roy moore,1
2017-10-13T00:00:00Z,Fox News,charlie rose,1
2017-10-13T00:00:00Z,Fox News,harvey weinstein,15
2017-10-13T00:00:00Z,Fox News,john conyers,0
2017-10-13T00:00:00Z,MSNBC,al franken,0
2017-10-13T00:00:00Z,MSNBC,glenn thrush,0
2017-10-13T00:00:00Z,MSNBC,harvey weinstein,4
2017-10-13T00:00:00Z,MSNBC,mark halperin,0
2017-10-13T00:00:00Z,MSNBC,roy moore,2
2017-10-13T00:00:00Z,MSNBC,russell simmons,0
2017-10-14T00:00:00Z,CNN,harvey weinstein,10
2017-10-14T00:00:00Z,CNN,roy moore,0
2017-10-14T00:00:00Z,Fox News,charlie rose,0
2017-10-14T00:00:00Z,Fox News,harvey weinstein,22
2017-10-14T00:00:00Z,Fox News,john conyers,1
2017-10-14T00:00:00Z,MSNBC,al franken,0
2017-10-14T00:00:00Z,MSNBC,glenn thrush,0
2017-10-14T00:00:00Z,MSNBC,harvey weinstein,9
2017-10-14T00:00:00Z,MSNBC,mark halperin,0
2017-10-14T00:00:00Z,MSNBC,roy moore,4
2017-10-14T00:00:00Z,MSNBC,russell simmons,0
2017-10-15T00:00:00Z,CNN,al franken,0
2017-10-15T00:00:00Z,CNN,harvey weinstein,4
2017-10-15T00:00:00Z,CNN,roy moore,1
2017-10-15T00:00:00Z,Fox News,al franken,0
2017-10-15T00:00:00Z,Fox News,harvey weinstein,17
2017-10-15T00:00:00Z,Fox News,roy moore,0
2017-10-15T00:00:00Z,MSNBC,al franken,1
2017-10-15T00:00:00Z,MSNBC,glenn thrush,0
2017-10-15T00:00:00Z,MSNBC,harvey weinstein,8
2017-10-15T00:00:00Z,MSNBC,mark halperin,0
2017-10-15T00:00:00Z,MSNBC,roy moore,1
2017-10-16T00:00:00Z,CNN,al franken,0
2017-10-16T00:00:00Z,CNN,harvey weinstein,5
2017-10-16T00:00:00Z,CNN,roy moore,2
2017-10-16T00:00:00Z,Fox News,al franken,0
2017-10-16T00:00:00Z,Fox News,harvey weinstein,10
2017-10-16T00:00:00Z,Fox News,roy moore,2
2017-10-16T00:00:00Z,MSNBC,al franken,1
2017-10-16T00:00:00Z,MSNBC,glenn thrush,1
2017-10-16T00:00:00Z,MSNBC,harvey weinstein,7
2017-10-16T00:00:00Z,MSNBC,mark halperin,2
2017-10-16T00:00:00Z,MSNBC,roy moore,3
2017-10-17T00:00:00Z,CNN,al franken,0
2017-10-17T00:00:00Z,CNN,harvey weinstein,5
2017-10-17T00:00:00Z,CNN,roy moore,0
2017-10-17T00:00:00Z,Fox News,al franken,0
2017-10-17T00:00:00Z,Fox News,harvey weinstein,8
2017-10-17T00:00:00Z,Fox News,roy moore,1
2017-10-17T00:00:00Z,MSNBC,al franken,0
2017-10-17T00:00:00Z,MSNBC,glenn thrush,1
2017-10-17T00:00:00Z,MSNBC,harvey weinstein,4
2017-10-17T00:00:00Z,MSNBC,mark halperin,0
2017-10-17T00:00:00Z,MSNBC,roy moore,0
2017-10-18T00:00:00Z,CNN,al franken,2
2017-10-18T00:00:00Z,CNN,harvey weinstein,2
2017-10-18T00:00:00Z,CNN,roy moore,0
2017-10-18T00:00:00Z,Fox News,al franken,3
2017-10-18T00:00:00Z,Fox News,harvey weinstein,7
2017-10-18T00:00:00Z,Fox News,roy moore,2
2017-10-18T00:00:00Z,MSNBC,al franken,3
2017-10-18T00:00:00Z,MSNBC,glenn thrush,1
2017-10-18T00:00:00Z,MSNBC,harvey weinstein,4
2017-10-18T00:00:00Z,MSNBC,mark halperin,2
2017-10-18T00:00:00Z,MSNBC,roy moore,7
2017-10-19T00:00:00Z,CNN,al franken,1
2017-10-19T00:00:00Z,CNN,harvey weinstein,2
2017-10-19T00:00:00Z,CNN,roy moore,0
2017-10-19T00:00:00Z,Fox News,al franken,0
2017-10-19T00:00:00Z,Fox News,harvey weinstein,2
2017-10-19T00:00:00Z,Fox News,roy moore,0
2017-10-19T00:00:00Z,MSNBC,al franken,3
2017-10-19T00:00:00Z,MSNBC,glenn thrush,1
2017-10-19T00:00:00Z,MSNBC,harvey weinstein,2
2017-10-19T00:00:00Z,MSNBC,mark halperin,1
2017-10-19T00:00:00Z,MSNBC,roy moore,3
2017-10-20T00:00:00Z,CNN,al franken,0
2017-10-20T00:00:00Z,CNN,harvey weinstein,2
2017-10-20T00:00:00Z,CNN,roy moore,1
2017-10-20T00:00:00Z,Fox News,al franken,0
2017-10-20T00:00:00Z,Fox News,harvey weinstein,5
2017-10-20T00:00:00Z,Fox News,roy moore,3
2017-10-20T00:00:00Z,MSNBC,al franken,0
2017-10-20T00:00:00Z,MSNBC,glenn thrush,0
2017-10-20T00:00:00Z,MSNBC,harvey weinstein,5
2017-10-20T00:00:00Z,MSNBC,mark halperin,1
2017-10-20T00:00:00Z,MSNBC,roy moore,3
2017-10-21T00:00:00Z,CNN,al franken,0
2017-10-21T00:00:00Z,CNN,harvey weinstein,3
2017-10-21T00:00:00Z,CNN,roy moore,1
2017-10-21T00:00:00Z,Fox News,al franken,1
2017-10-21T00:00:00Z,Fox News,harvey weinstein,3
2017-10-21T00:00:00Z,Fox News,roy moore,0
2017-10-21T00:00:00Z,MSNBC,al franken,0
2017-10-21T00:00:00Z,MSNBC,glenn thrush,0
2017-10-21T00:00:00Z,MSNBC,harvey weinstein,1
2017-10-21T00:00:00Z,MSNBC,mark halperin,0
2017-10-21T00:00:00Z,MSNBC,roy moore,0
2017-10-22T00:00:00Z,CNN,harvey weinstein,6
2017-10-22T00:00:00Z,CNN,james toback,0
2017-10-22T00:00:00Z,CNN,mark halperin,0
2017-10-22T00:00:00Z,CNN,roy moore,1
2017-10-22T00:00:00Z,CNN,trent franks,0
2017-10-22T00:00:00Z,Fox News,al franken,1
2017-10-22T00:00:00Z,Fox News,harvey weinstein,4
2017-10-22T00:00:00Z,Fox News,john conyers,0
2017-10-22T00:00:00Z,Fox News,mark halperin,0
2017-10-22T00:00:00Z,Fox News,matt lauer,0
2017-10-22T00:00:00Z,Fox News,roy moore,1
2017-10-22T00:00:00Z,MSNBC,glenn thrush,0
2017-10-22T00:00:00Z,MSNBC,harvey weinstein,6
2017-10-22T00:00:00Z,MSNBC,james toback,0
2017-10-22T00:00:00Z,MSNBC,mark halperin,0
2017-10-22T00:00:00Z,MSNBC,matt lauer,0
2017-10-22T00:00:00Z,MSNBC,roy moore,1
2017-10-23T00:00:00Z,CNN,harvey weinstein,3
2017-10-23T00:00:00Z,CNN,james toback,0
2017-10-23T00:00:00Z,CNN,mark halperin,0
2017-10-23T00:00:00Z,CNN,roy moore,1
2017-10-23T00:00:00Z,CNN,trent franks,0
2017-10-23T00:00:00Z,Fox News,al franken,0
2017-10-23T00:00:00Z,Fox News,harvey weinstein,2
2017-10-23T00:00:00Z,Fox News,john conyers,0
2017-10-23T00:00:00Z,Fox News,mark halperin,0
2017-10-23T00:00:00Z,Fox News,matt lauer,0
2017-10-23T00:00:00Z,Fox News,roy moore,1
2017-10-23T00:00:00Z,MSNBC,glenn thrush,0
2017-10-23T00:00:00Z,MSNBC,harvey weinstein,4
2017-10-23T00:00:00Z,MSNBC,james toback,1
2017-10-23T00:00:00Z,MSNBC,mark halperin,2
2017-10-23T00:00:00Z,MSNBC,matt lauer,0
2017-10-23T00:00:00Z,MSNBC,roy moore,2
2017-10-24T00:00:00Z,CNN,harvey weinstein,6
2017-10-24T00:00:00Z,CNN,james toback,0
2017-10-24T00:00:00Z,CNN,mark halperin,0
2017-10-24T00:00:00Z,CNN,roy moore,2
2017-10-24T00:00:00Z,CNN,trent franks,0
2017-10-24T00:00:00Z,Fox News,al franken,0
2017-10-24T00:00:00Z,Fox News,harvey weinstein,0
2017-10-24T00:00:00Z,Fox News,john conyers,0
2017-10-24T00:00:00Z,Fox News,mark halperin,0
2017-10-24T00:00:00Z,Fox News,matt lauer,0
2017-10-24T00:00:00Z,Fox News,roy moore,1
2017-10-24T00:00:00Z,MSNBC,glenn thrush,0
2017-10-24T00:00:00Z,MSNBC,harvey weinstein,3
2017-10-24T00:00:00Z,MSNBC,james toback,0
2017-10-24T00:00:00Z,MSNBC,mark halperin,1
2017-10-24T00:00:00Z,MSNBC,matt lauer,0
2017-10-24T00:00:00Z,MSNBC,roy moore,2
2017-10-25T00:00:00Z,CNN,harvey weinstein,2
2017-10-25T00:00:00Z,CNN,james toback,0
2017-10-25T00:00:00Z,CNN,mark halperin,0
2017-10-25T00:00:00Z,CNN,roy moore,0
2017-10-25T00:00:00Z,CNN,trent franks,0
2017-10-25T00:00:00Z,Fox News,al franken,0
2017-10-25T00:00:00Z,Fox News,harvey weinstein,2
2017-10-25T00:00:00Z,Fox News,john conyers,0
2017-10-25T00:00:00Z,Fox News,mark halperin,0
2017-10-25T00:00:00Z,Fox News,matt lauer,0
2017-10-25T00:00:00Z,Fox News,roy moore,0
2017-10-25T00:00:00Z,MSNBC,glenn thrush,2
2017-10-25T00:00:00Z,MSNBC,harvey weinstein,2
2017-10-25T00:00:00Z,MSNBC,james toback,0
2017-10-25T00:00:00Z,MSNBC,mark halperin,0
2017-10-25T00:00:00Z,MSNBC,matt lauer,0
2017-10-25T00:00:00Z,MSNBC,roy moore,3
2017-10-26T00:00:00Z,CNN,harvey weinstein,3
2017-10-26T00:00:00Z,CNN,james toback,1
2017-10-26T00:00:00Z,CNN,mark halperin,2
2017-10-26T00:00:00Z,CNN,roy moore,3
2017-10-26T00:00:00Z,CNN,trent franks,0
2017-10-26T00:00:00Z,Fox News,al franken,0
2017-10-26T00:00:00Z,Fox News,harvey weinstein,1
2017-10-26T00:00:00Z,Fox News,john conyers,0
2017-10-26T00:00:00Z,Fox News,mark halperin,1
2017-10-26T00:00:00Z,Fox News,matt lauer,1
2017-10-26T00:00:00Z,Fox News,roy moore,0
2017-10-26T00:00:00Z,MSNBC,glenn thrush,0
2017-10-26T00:00:00Z,MSNBC,harvey weinstein,3
2017-10-26T00:00:00Z,MSNBC,james toback,1
2017-10-26T00:00:00Z,MSNBC,mark halperin,3
2017-10-26T00:00:00Z,MSNBC,matt lauer,1
2017-10-26T00:00:00Z,MSNBC,roy moore,6
2017-10-27T00:00:00Z,CNN,harvey weinstein,5
2017-10-27T00:00:00Z,CNN,james toback,0
2017-10-27T00:00:00Z,CNN,mark halperin,4
2017-10-27T00:00:00Z,CNN,roy moore,2
2017-10-27T00:00:00Z,CNN,trent franks,0
2017-10-27T00:00:00Z,Fox News,al franken,0
2017-10-27T00:00:00Z,Fox News,harvey weinstein,4
2017-10-27T00:00:00Z,Fox News,john conyers,3
2017-10-27T00:00:00Z,Fox News,mark halperin,2
2017-10-27T00:00:00Z,Fox News,matt lauer,0
2017-10-27T00:00:00Z,Fox News,roy moore,0
2017-10-27T00:00:00Z,MSNBC,glenn thrush,0
2017-10-27T00:00:00Z,MSNBC,harvey weinstein,7
2017-10-27T00:00:00Z,MSNBC,james toback,1
2017-10-27T00:00:00Z,MSNBC,mark halperin,2
2017-10-27T00:00:00Z,MSNBC,matt lauer,0
2017-10-27T00:00:00Z,MSNBC,roy moore,6
2017-10-28T00:00:00Z,CNN,harvey weinstein,1
2017-10-28T00:00:00Z,CNN,james toback,0
2017-10-28T00:00:00Z,CNN,mark halperin,0
2017-10-28T00:00:00Z,CNN,roy moore,0
2017-10-28T00:00:00Z,CNN,trent franks,1
2017-10-28T00:00:00Z,Fox News,al franken,0
2017-10-28T00:00:00Z,Fox News,harvey weinstein,5
2017-10-28T00:00:00Z,Fox News,john conyers,0
2017-10-28T00:00:00Z,Fox News,mark halperin,1
2017-10-28T00:00:00Z,Fox News,matt lauer,0
2017-10-28T00:00:00Z,Fox News,roy moore,0
2017-10-28T00:00:00Z,MSNBC,glenn thrush,0
2017-10-28T00:00:00Z,MSNBC,harvey weinstein,0
2017-10-28T00:00:00Z,MSNBC,james toback,0
2017-10-28T00:00:00Z,MSNBC,mark halperin,0
2017-10-28T00:00:00Z,MSNBC,matt lauer,0
2017-10-28T00:00:00Z,MSNBC,roy moore,0
2017-10-29T00:00:00Z,CNN,al franken,0
2017-10-29T00:00:00Z,CNN,harvey weinstein,1
2017-10-29T00:00:00Z,CNN,kevin spacey,0
2017-10-29T00:00:00Z,CNN,mark halperin,1
2017-10-29T00:00:00Z,Fox News,al franken,0
2017-10-29T00:00:00Z,Fox News,harvey weinstein,4
2017-10-29T00:00:00Z,Fox News,kevin spacey,0
2017-10-29T00:00:00Z,Fox News,mark halperin,2
2017-10-29T00:00:00Z,Fox News,michael fallon,0
2017-10-29T00:00:00Z,Fox News,roy moore,0
2017-10-29T00:00:00Z,Fox News,trent franks,0
2017-10-29T00:00:00Z,MSNBC,al franken,0
2017-10-29T00:00:00Z,MSNBC,dustin hoffman,0
2017-10-29T00:00:00Z,MSNBC,glenn thrush,0
2017-10-29T00:00:00Z,MSNBC,harvey weinstein,1
2017-10-29T00:00:00Z,MSNBC,james toback,0
2017-10-29T00:00:00Z,MSNBC,jeremy piven,0
2017-10-29T00:00:00Z,MSNBC,kevin spacey,0
2017-10-29T00:00:00Z,MSNBC,mark halperin,1
2017-10-29T00:00:00Z,MSNBC,michael fallon,0
2017-10-29T00:00:00Z,MSNBC,roy moore,1
2017-10-30T00:00:00Z,CNN,al franken,0
2017-10-30T00:00:00Z,CNN,harvey weinstein,1
2017-10-30T00:00:00Z,CNN,kevin spacey,2
2017-10-30T00:00:00Z,CNN,mark halperin,0
2017-10-30T00:00:00Z,Fox News,al franken,0
2017-10-30T00:00:00Z,Fox News,harvey weinstein,2
2017-10-30T00:00:00Z,Fox News,kevin spacey,3
2017-10-30T00:00:00Z,Fox News,mark halperin,0
2017-10-30T00:00:00Z,Fox News,michael fallon,0
2017-10-30T00:00:00Z,Fox News,roy moore,0
2017-10-30T00:00:00Z,Fox News,trent franks,0
2017-10-30T00:00:00Z,MSNBC,al franken,0
2017-10-30T00:00:00Z,MSNBC,dustin hoffman,0
2017-10-30T00:00:00Z,MSNBC,glenn thrush,1
2017-10-30T00:00:00Z,MSNBC,harvey weinstein,0
2017-10-30T00:00:00Z,MSNBC,james toback,0
2017-10-30T00:00:00Z,MSNBC,jeremy piven,0
2017-10-30T00:00:00Z,MSNBC,kevin spacey,2
2017-10-30T00:00:00Z,MSNBC,mark halperin,0
2017-10-30T00:00:00Z,MSNBC,michael fallon,0
2017-10-30T00:00:00Z,MSNBC,roy moore,0
2017-10-31T00:00:00Z,CNN,al franken,0
2017-10-31T00:00:00Z,CNN,harvey weinstein,0
2017-10-31T00:00:00Z,CNN,kevin spacey,1
2017-10-31T00:00:00Z,CNN,mark halperin,0
2017-10-31T00:00:00Z,Fox News,al franken,0
2017-10-31T00:00:00Z,Fox News,harvey weinstein,1
2017-10-31T00:00:00Z,Fox News,kevin spacey,2
2017-10-31T00:00:00Z,Fox News,mark halperin,0
2017-10-31T00:00:00Z,Fox News,michael fallon,0
2017-10-31T00:00:00Z,Fox News,roy moore,2
2017-10-31T00:00:00Z,Fox News,trent franks,0
2017-10-31T00:00:00Z,MSNBC,al franken,0
2017-10-31T00:00:00Z,MSNBC,dustin hoffman,0
2017-10-31T00:00:00Z,MSNBC,glenn thrush,0
2017-10-31T00:00:00Z,MSNBC,harvey weinstein,0
2017-10-31T00:00:00Z,MSNBC,james toback,0
2017-10-31T00:00:00Z,MSNBC,jeremy piven,0
2017-10-31T00:00:00Z,MSNBC,kevin spacey,1
2017-10-31T00:00:00Z,MSNBC,mark halperin,0
2017-10-31T00:00:00Z,MSNBC,michael fallon,0
2017-10-31T00:00:00Z,MSNBC,roy moore,2
2017-11-01T00:00:00Z,CNN,al franken,1
2017-11-01T00:00:00Z,CNN,harvey weinstein,0
2017-11-01T00:00:00Z,CNN,kevin spacey,1
2017-11-01T00:00:00Z,CNN,mark halperin,0
2017-11-01T00:00:00Z,Fox News,al franken,0
2017-11-01T00:00:00Z,Fox News,harvey weinstein,0
2017-11-01T00:00:00Z,Fox News,kevin spacey,0
2017-11-01T00:00:00Z,Fox News,mark halperin,0
2017-11-01T00:00:00Z,Fox News,michael fallon,1
2017-11-01T00:00:00Z,Fox News,roy moore,0
2017-11-01T00:00:00Z,Fox News,trent franks,0
2017-11-01T00:00:00Z,MSNBC,al franken,0
2017-11-01T00:00:00Z,MSNBC,dustin hoffman,0
2017-11-01T00:00:00Z,MSNBC,glenn thrush,0
2017-11-01T00:00:00Z,MSNBC,harvey weinstein,0
2017-11-01T00:00:00Z,MSNBC,james toback,0
2017-11-01T00:00:00Z,MSNBC,jeremy piven,0
2017-11-01T00:00:00Z,MSNBC,kevin spacey,0
2017-11-01T00:00:00Z,MSNBC,mark halperin,0
2017-11-01T00:00:00Z,MSNBC,michael fallon,0
2017-11-01T00:00:00Z,MSNBC,roy moore,2
2017-11-02T00:00:00Z,CNN,al franken,1
2017-11-02T00:00:00Z,CNN,harvey weinstein,1
2017-11-02T00:00:00Z,CNN,kevin spacey,0
2017-11-02T00:00:00Z,CNN,mark halperin,1
2017-11-02T00:00:00Z,Fox News,al franken,0
2017-11-02T00:00:00Z,Fox News,harvey weinstein,0
2017-11-02T00:00:00Z,Fox News,kevin spacey,0
2017-11-02T00:00:00Z,Fox News,mark halperin,0
2017-11-02T00:00:00Z,Fox News,michael fallon,0
2017-11-02T00:00:00Z,Fox News,roy moore,0
2017-11-02T00:00:00Z,Fox News,trent franks,0
2017-11-02T00:00:00Z,MSNBC,al franken,3
2017-11-02T00:00:00Z,MSNBC,dustin hoffman,2
2017-11-02T00:00:00Z,MSNBC,glenn thrush,0
2017-11-02T00:00:00Z,MSNBC,harvey weinstein,1
2017-11-02T00:00:00Z,MSNBC,james toback,0
2017-11-02T00:00:00Z,MSNBC,jeremy piven,1
2017-11-02T00:00:00Z,MSNBC,kevin spacey,1
2017-11-02T00:00:00Z,MSNBC,mark halperin,0
2017-11-02T00:00:00Z,MSNBC,michael fallon,1
2017-11-02T00:00:00Z,MSNBC,roy moore,1
2017-11-03T00:00:00Z,CNN,al franken,4
2017-11-03T00:00:00Z,CNN,harvey weinstein,2
2017-11-03T00:00:00Z,CNN,kevin spacey,5
2017-11-03T00:00:00Z,CNN,mark halperin,1
2017-11-03T00:00:00Z,Fox News,al franken,2
2017-11-03T00:00:00Z,Fox News,harvey weinstein,2
2017-11-03T00:00:00Z,Fox News,kevin spacey,2
2017-11-03T00:00:00Z,Fox News,mark halperin,0
2017-11-03T00:00:00Z,Fox News,michael fallon,0
2017-11-03T00:00:00Z,Fox News,roy moore,0
2017-11-03T00:00:00Z,Fox News,trent franks,1
2017-11-03T00:00:00Z,MSNBC,al franken,9
2017-11-03T00:00:00Z,MSNBC,dustin hoffman,1
2017-11-03T00:00:00Z,MSNBC,glenn thrush,0
